Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-11-06,10:22:50.370,-27,-29,100,13,1,5,10,-30,100,13,-2,-1,-85,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000005C50,1459,1500,1500,1499,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:50.380,-28,-31,100,11,1,5,10,-33,100,14,0,-1,-87,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000005C50,1458,1500,1500,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:50.540,-30,-36,100,12,1,5,10,-30,100,13,-1,0,-46,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000005C50,1478,1500,1500,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:50.740,-30,-36,100,12,1,5,10,-34,100,14,-4,37,-54,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000005C50,1474,1500,1518,1498,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:50.940,-30,-39,100,11,1,5,10,-31,100,14,-48,275,-67,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000005C50,1467,1500,1634,1477,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:51.140,-30,-39,100,11,1,5,10,-29,100,15,-62,308,-24,-3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1488,1499,1650,1470,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:51.350,-30,-39,100,11,1,5,10,-29,100,15,-1,269,-23,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1489,1500,1631,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:51.540,-29,-39,100,12,1,5,10,-31,100,10,0,181,10,9,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1505,1504,1588,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:51.740,-31,-42,100,13,1,5,10,-34,100,15,1,225,69,4,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1534,1502,1610,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:51.940,-31,-42,100,13,1,5,10,-34,100,15,65,208,138,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1567,1500,1601,1531,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:52.140,-31,-41,100,12,1,5,10,-29,100,15,54,185,130,-45,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1563,1478,1590,1526,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:52.340,-29,-40,100,11,1,5,10,-30,100,15,182,-3,6,-238,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1503,1384,1499,1589,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:52.540,-29,-40,100,11,1,5,10,-30,100,15,276,2,7,-124,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1503,1440,1501,1635,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:52.740,-29,-40,100,11,1,5,10,-30,100,14,266,2,56,-20,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1527,1490,1501,1630,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:52.940,-29,-33,100,12,1,5,10,-33,100,15,245,2,19,109,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1509,1553,1501,1619,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:53.140,-29,-33,100,12,1,5,10,-33,100,14,201,3,-3,42,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1499,1520,1501,1598,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:53.340,-32,-34,100,12,1,5,10,-33,100,13,175,53,21,2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1510,1501,1526,1585,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:53.540,-32,-34,100,12,1,5,10,-33,100,15,104,110,19,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1509,1500,1553,1551,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:53.740,-32,-34,100,12,1,5,10,-33,100,15,15,144,44,-23,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1521,1489,1570,1507,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:53.940,-36,-38,100,13,1,5,10,-35,100,14,69,148,26,-14,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1512,1493,1572,1533,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:54.140,-44,-38,100,11,1,5,10,-39,100,13,12,2,73,-106,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1536,1448,1501,1506,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:54.340,-44,-38,100,11,1,5,10,-34,100,14,-30,70,121,-2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1559,1499,1534,1486,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:54.540,-46,-39,100,11,1,5,10,-34,100,14,-139,85,122,-62,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1560,1470,1541,1432,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:54.740,-46,-39,100,11,1,5,10,-39,100,14,-131,16,76,-46,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1537,1478,1508,1436,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:54.940,-46,-39,100,11,1,5,10,-39,100,14,-103,126,10,-46,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000FC50,1505,1478,1561,1450,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:55.140,-39,-37,100,12,1,5,10,-39,100,11,-86,5,83,-47,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1540,1477,1502,1458,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-06,10:22:55.340,-39,-37,100,12,1,5,10,-38,100,4,-62,17,89,-98,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000003C50,1543,1452,1508,1470,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
