Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-10,16:49:53.040,-41,-38,99,12,1,7,10,-35,96,13,0.0,38.518425 14.085069,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.03,0.2,!ERR,-1,2,-718,0,1024,-1004,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1149,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:53.060,-41,-38,99,12,1,7,10,-30,96,12,0.0,38.518448 14.085027,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.03,0.2,!ERR,0,0,-708,2,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1153,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:53.260,-44,-35,100,12,1,7,10,-29,96,13,0.0,38.518376 14.085081,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.03,0.2,!ERR,3,0,-579,1,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1217,1500,1500,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:53.460,-44,-35,100,12,1,7,10,-29,96,13,0.0,38.518423 14.085044,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.02,0.2,!ERR,3,2,-528,0,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1242,1500,1500,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:53.660,-44,-35,100,12,1,7,10,-34,96,14,0.0,38.518452 14.085059,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.02,0.2,!ERR,-1,-1,-497,0,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1257,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:53.860,-46,-34,99,12,1,7,10,-33,96,12,0.0,38.518376 14.085021,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.02,0.2,!ERR,0,0,-436,0,1024,-1007,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1287,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:54.060,-46,-34,99,12,1,7,10,-30,96,12,0.0,38.518445 14.085083,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.02,0.2,!ERR,-1,0,-417,1,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1296,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:54.260,-42,-33,100,11,1,7,10,-33,96,15,0.0,38.518385 14.085075,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.02,0.2,!ERR,0,2,-368,2,1024,-1007,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1320,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:54.460,-42,-33,100,11,1,7,10,-33,96,15,0.0,38.518416 14.085069,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.02,0.2,AIR,-2,2,-332,0,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1338,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:54.660,-42,-33,100,11,1,7,10,-33,96,15,0.0,38.518471 14.085068,0.4,29.59,0,14,49.8,0.0,27,99,0.0,0.02,0.2,AIR,2,0,-314,0,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1347,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
