Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-20,15:09:23.180,-38,-48,100,12,0,7,10,-32,96,14,0.0,38.453293 14.213304,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,2,-2,-532,-6,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1239,1497,1499,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:09:23.180,-38,-50,100,12,0,7,10,-32,96,13,0.0,38.453332 14.213317,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,1,-2,-529,-4,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1241,1498,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:09:23.340,-38,-50,100,12,0,7,10,-32,96,12,0.0,38.453249 14.213400,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,1,-4,-409,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1300,1500,1498,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:09:23.540,-36,-48,100,12,0,7,10,-31,96,13,0.0,38.453320 14.213399,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,0,0,-294,3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1356,1501,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:09:23.740,-36,-48,100,12,0,7,10,-31,96,13,0.0,38.453250 14.213349,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,1,0,-155,2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1424,1501,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:09:23.940,-36,-48,100,12,0,7,10,-33,96,13,0.0,38.453308 14.213369,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,2,20,-201,8,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1399,1505,1508,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:09:24.140,-36,-48,100,12,0,7,10,-33,96,13,0.0,38.453304 14.213373,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,0,3,-261,2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1372,1501,1501,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:09:24.340,-35,-44,100,12,0,7,10,-31,96,12,0.0,38.453308 14.213365,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,1,46,-265,4,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1370,1502,1522,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:09:24.540,-35,-44,100,12,0,7,10,-31,96,13,0.0,38.453322 14.213392,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,-2,57,-232,23,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1388,1512,1528,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-20,15:09:24.740,-36,-47,100,12,0,7,10,-30,96,14,0.0,38.453329 14.213303,0.0,79.5,-1,22,49.5,0.0,333,91,0.0,0.02,-1.35,!ERR,-22,58,-181,12,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1412,1505,1527,1489,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
