Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-10,16:22:23.690,-48,-40,98,11,1,7,10,-38,100,13,0.0,38.354893 14.153677,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,!ERR,1,2,-640,0,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1187,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:22:23.710,-48,-40,98,11,1,7,10,-37,100,12,0.0,38.354860 14.153671,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,!ERR,0,2,-629,2,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1192,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:22:23.910,-50,-40,100,12,1,7,10,-37,100,13,0.0,38.354890 14.153628,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,!ERR,0,2,-578,1,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1216,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:22:24.110,-50,-40,100,12,1,7,10,-37,100,13,0.0,38.354885 14.153678,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,!ERR,1,1,-556,-2,1024,-1007,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1228,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:22:24.310,-50,-40,100,12,1,7,10,-37,100,13,0.0,38.354947 14.153615,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,!ERR,1,2,-547,2,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1232,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:22:24.510,-51,-40,97,12,1,7,10,-38,100,14,0.0,38.354899 14.153665,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,ACRO,0,3,-538,0,1024,-1007,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1237,1500,1501,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:22:24.710,-51,-40,97,12,1,7,10,-38,100,14,0.0,38.354861 14.153629,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,ACRO,0,2,-1024,1,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:22:24.910,-52,-40,97,12,1,7,10,-38,100,14,0.0,38.354907 14.153630,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,ACRO,1,3,-1024,1,1024,-1007,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1501,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:22:25.110,-52,-40,97,12,1,7,10,-37,100,13,0.0,38.354918 14.153663,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,ACRO,0,2,-1021,1,1024,-1004,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,1000,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:22:25.310,-51,-40,100,12,1,7,10,-37,100,13,0.0,38.354942 14.153589,0.4,5.16,-1,11,50.1,0.0,0,100,-0.02,0.01,-1.14,ACRO,2,1,-1024,2,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
