Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,VSpd(m/s),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-24,16:43:14.530,-60,-59,100,12,1,7,10,-58,100,13,41.391382 14.061712,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,2,91,-415,3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1297,1501,1544,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:43:14.530,-61,-59,100,12,1,7,10,-60,100,12,41.391390 14.061701,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,2,91,-412,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1298,1500,1544,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:43:14.700,-61,-59,100,12,1,7,10,-56,100,13,41.391393 14.061744,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,2,121,-273,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1366,1500,1559,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:43:14.900,-63,-57,100,12,1,7,10,-53,100,12,41.391311 14.061691,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,0,198,-368,-2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1320,1499,1596,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:43:15.100,-63,-57,100,12,1,7,10,-52,100,12,41.391342 14.061719,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,-10,217,-434,-30,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1287,1486,1606,1495,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:43:15.300,-60,-55,100,12,1,7,10,-61,100,13,41.391323 14.061731,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,-62,171,-413,-112,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1298,1446,1583,1470,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:43:15.500,-60,-55,100,12,1,7,10,-61,100,13,41.391320 14.061750,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,-109,142,-369,-141,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1319,1431,1569,1447,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:43:15.700,-60,-55,100,12,1,7,10,-51,100,13,41.391298 14.061745,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,-129,93,-431,-171,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1289,1417,1545,1437,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:43:15.900,-64,-55,100,11,1,7,10,-55,100,13,41.391332 14.061686,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,-118,52,-456,-194,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1277,1406,1525,1443,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:43:16.100,-64,-55,100,11,1,7,10,-55,100,13,41.391372 14.061682,0.1,50.9,0,27,50.2,0.0,19,99,0.01,0.01,-1.9,!ERR,0.0,-115,29,-477,-202,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1266,1402,1514,1444,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
