Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-11-03,21:36:59.450,0,0,0,0,0,0,0,0,0,0,1,0,-72,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1465,1500,1500,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:36:59.520,0,0,0,0,0,0,0,0,0,0,0,1,-73,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1464,1500,1500,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:36:59.720,0,0,0,0,0,0,0,0,0,0,1,1,-72,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1465,1500,1500,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:36:59.920,0,0,0,0,0,0,0,0,0,0,1,0,-73,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1464,1500,1500,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:00.120,0,0,0,0,0,0,0,0,0,0,3,2,-73,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1464,1500,1501,1501,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:00.320,0,0,0,0,0,0,0,0,0,0,-1,1,-73,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1464,1500,1500,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:00.520,0,0,0,0,0,0,0,0,0,0,1,2,-75,-2,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1463,1499,1501,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:00.720,0,0,0,0,0,0,0,0,0,0,0,1,-73,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1464,1500,1500,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:00.920,0,0,0,0,0,0,0,0,0,0,0,2,-73,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1464,1500,1501,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:01.120,0,0,0,0,0,0,0,0,0,0,2,2,-552,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C50,1230,1500,1501,1501,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:01.320,0,0,0,0,0,0,0,0,0,0,1,1,-1024,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C40,998,1500,1500,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:01.520,0,0,0,0,0,0,0,0,0,0,1,3,-1024,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000001C40,998,1500,1501,1500,2012,988,988,1500,2012,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:01.720,0,0,0,0,0,0,0,0,0,0,1,1,-1024,2,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1501,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:01.920,0,0,0,0,0,0,0,0,0,0,0,-1,-1024,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:02.120,0,0,0,0,0,0,0,0,0,0,3,2,-1024,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1501,1501,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:02.320,0,0,0,0,0,0,0,0,0,0,1,1,-1024,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:02.520,0,0,0,0,0,0,0,0,0,0,1,5,-1024,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1502,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:02.720,0,0,0,0,0,0,0,0,0,0,0,2,-1024,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1501,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:02.920,0,0,0,0,0,0,0,0,0,0,2,1,-1024,2,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1501,1500,1501,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:03.120,0,0,0,0,0,0,0,0,0,0,1,2,-1024,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1501,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:03.320,0,0,0,0,0,0,0,0,0,0,1,1,-1024,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:03.520,0,0,0,0,0,0,0,0,0,0,3,2,-1024,-2,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1499,1501,1501,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:03.720,0,0,0,0,0,0,0,0,0,0,1,0,-1024,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:03.920,0,0,0,0,0,0,0,0,0,0,1,1,-1024,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:04.120,0,0,0,0,0,0,0,0,0,0,4,3,-1024,-3,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1499,1501,1502,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:04.320,0,0,0,0,0,0,0,0,0,0,1,2,-1024,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1501,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:04.520,0,0,0,0,0,0,0,0,0,0,3,3,-1024,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1501,1501,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:04.720,0,0,0,0,0,0,0,0,0,0,2,-1,-1024,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1500,1501,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:04.920,0,0,0,0,0,0,0,0,0,0,1,1,-1024,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:05.120,0,0,0,0,0,0,0,0,0,0,2,3,-1024,-2,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1499,1501,1501,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:05.320,0,0,0,0,0,0,0,0,0,0,0,2,-1024,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000440,998,1500,1501,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:05.520,0,0,0,0,0,0,0,0,0,0,0,-1,-1024,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,-1,-1,-1,1,0x0000000000000640,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:05.720,0,0,0,0,0,0,0,0,0,0,1,-1,-1024,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,0,-1,-1,1,0x0000000000000440,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:05.920,0,0,0,0,0,0,0,0,0,0,-1,1,-1024,3,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,1,0x0000000000000440,998,1501,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:06.120,0,0,0,0,0,0,0,0,0,0,-1,1,-1024,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,1,0x0000000000000040,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:06.320,0,0,0,0,0,0,0,0,0,0,-1,1,-1024,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:06.520,0,0,0,0,0,0,0,0,0,0,3,0,-1024,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,998,1500,1500,1501,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:06.720,0,0,0,0,0,0,0,0,0,0,1,1,-1024,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:06.920,0,0,0,0,0,0,0,0,0,0,2,1,-1024,-1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,998,1500,1500,1501,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-11-03,21:37:07.120,0,0,0,0,0,0,0,0,0,0,3,1,-1024,0,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,998,1500,1500,1501,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-03,21:37:07.320,0,0,0,0,0,0,0,0,0,0,1,1,-8,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1496,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-03,21:37:07.520,0,0,0,0,0,0,0,0,0,0,-1,1,-22,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1489,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-11-03,21:37:07.720,0,0,0,0,0,0,0,0,0,0,1,0,-224,1,1024,-1024,1024,1024,827,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1390,1500,1500,1500,2012,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
