Date,Time,GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,VSpd(m/s),Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat%(%),FM,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-16,10:52:38.470,38.404356 15.243798,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-28,-36,100,12,0,7,10,-25,100,13,1,-3,-796,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1110,1500,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,10:52:38.550,38.404368 15.243797,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-28,-36,100,12,0,7,10,-25,100,13,2,-3,-793,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1111,1500,1499,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,10:52:38.750,38.404379 15.243764,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-29,-36,100,13,0,7,10,-26,100,13,0,-2,-717,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1149,1500,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,10:52:38.950,38.404360 15.243782,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-29,-36,100,13,0,7,10,-26,100,12,1,-1,-858,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1080,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,10:52:39.150,38.404354 15.243735,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-29,-36,100,13,0,7,10,-26,100,12,1,-1,-1011,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,1005,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,10:52:39.350,38.404360 15.243794,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-29,-37,100,12,0,7,10,-25,100,13,0,-2,-901,-2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1064,1499,1498,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,10:52:39.550,38.404314 15.243769,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-29,-37,100,12,0,7,10,-27,100,12,0,-1,-717,-2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1149,1499,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,10:52:39.750,38.404376 15.243804,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-29,-37,100,12,0,7,10,-27,100,12,1,0,-647,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1183,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,10:52:39.950,38.404335 15.243832,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-28,-36,100,12,0,7,10,-26,100,14,0,-3,-566,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1224,1500,1498,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,10:52:40.150,38.404294 15.243740,0.0,160.0,0,11,0.0,0.0,0.01,-3.13,50.5,0.0,1,99,!ERR,-28,-36,100,12,0,7,10,-25,100,13,-1,-1,-516,3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1248,1502,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
