Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,VSpd(m/s),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-25,13:22:05.540,-39,-38,100,12,1,7,10,-37,100,12,41.430820 14.120185,0.1,-327.16,-1,27,49.3,0.0,522,87,0.0,0.0,1.82,!ERR,0.0,133,100,-384,129,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1312,1563,1549,1565,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-06-25,13:22:05.540,-39,-37,100,12,1,7,10,-37,100,12,41.430733 14.120130,0.1,-327.16,-1,27,49.3,0.0,522,87,0.0,0.0,1.82,!ERR,0.0,136,103,-384,129,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1312,1563,1550,1566,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-06-25,13:22:05.720,-39,-37,100,12,1,7,10,-37,100,12,41.430730 14.120143,0.1,-327.16,-1,27,49.3,0.0,522,87,0.0,0.0,1.82,!ERR,0.0,185,159,-323,140,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1342,1568,1577,1590,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-06-25,13:22:05.920,-39,-37,100,12,1,7,10,-32,100,14,41.430755 14.120198,0.1,-327.16,-1,27,49.3,0.0,522,87,0.0,0.0,1.82,!ERR,0.0,208,172,-254,119,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1376,1558,1584,1601,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-06-25,13:22:06.120,-39,-37,100,12,1,7,10,-32,100,14,41.430798 14.120169,0.1,-327.16,-1,27,49.3,0.0,522,87,0.0,0.0,1.82,!ERR,0.0,216,176,-279,120,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1363,1558,1586,1605,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-06-25,13:22:06.320,-41,-32,100,12,1,7,10,-29,100,12,41.430779 14.120129,0.1,-327.16,-1,27,49.3,0.0,522,87,0.0,0.0,1.82,!ERR,0.0,217,155,-295,150,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1356,1573,1575,1606,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-06-25,13:22:06.520,-41,-32,100,12,1,7,10,-36,100,13,41.430789 14.120191,0.1,-327.16,-1,27,49.3,0.0,522,87,0.0,0.0,1.82,!ERR,0.0,213,127,-297,160,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1355,1577,1561,1603,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-06-25,13:22:06.720,-38,-46,100,12,0,7,10,-39,100,13,41.430745 14.120185,0.1,-327.16,-1,27,49.3,0.0,522,87,0.0,0.0,1.82,!ERR,0.0,211,95,-291,145,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1358,1571,1546,1603,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-06-25,13:22:06.920,-38,-46,100,12,0,7,10,-39,100,13,41.430810 14.120147,0.1,-327.16,-1,27,49.3,1.8,522,87,0.0,0.0,1.82,!ERR,0.0,204,90,-281,170,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1362,1583,1544,1599,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2024-06-25,13:22:07.120,-38,-46,100,12,0,7,10,-46,100,12,41.430801 14.120119,0.1,-327.16,-1,27,49.3,1.8,522,87,0.0,0.0,1.82,!ERR,0.0,154,83,-280,180,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1363,1588,1540,1575,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
