Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,VSpd(m/s),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-24,16:48:12.200,-50,-49,100,12,1,7,10,-49,100,13,41.417327 14.165083,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,!ERR,0.0,176,116,-339,39,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1334,1519,1556,1586,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:48:12.210,-49,-48,100,12,1,7,10,-47,100,12,41.417300 14.165123,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,!ERR,0.0,178,119,-341,42,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1333,1520,1558,1587,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:48:12.210,-49,-48,100,12,1,7,10,-47,100,12,41.417352 14.165051,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,!ERR,0.0,178,119,-341,42,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1333,1520,1558,1587,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:48:12.300,-49,-48,100,12,1,7,10,-47,100,12,41.417357 14.165062,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,!ERR,0.0,221,167,-415,152,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1297,1574,1581,1608,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:48:12.500,-49,-48,100,12,1,7,10,-47,100,13,41.417305 14.165080,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,ACRO,0.0,239,276,-415,204,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1297,1599,1635,1616,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:48:12.700,-53,-56,100,12,0,7,10,-48,100,13,41.417313 14.165133,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,ACRO,0.0,210,232,-217,229,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1394,1612,1613,1602,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:48:12.900,-53,-56,100,12,0,7,10,-48,100,13,41.417325 14.165042,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,ACRO,0.0,189,187,-283,233,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1362,1614,1591,1592,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:48:13.100,-53,-56,100,12,0,7,10,-48,100,13,41.417303 14.165127,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,ACRO,0.0,167,106,-338,228,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1335,1611,1552,1581,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:48:13.300,-53,-56,100,12,0,7,10,-48,100,13,41.417301 14.165112,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,ACRO,0.0,216,-24,-354,258,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1327,1626,1489,1605,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
2024-06-24,16:48:13.500,-56,-52,100,12,1,7,10,-52,100,13,41.417374 14.165105,0.1,33.3,-1,28,49.3,0.0,440,89,0.01,0.0,1.55,ACRO,1.6,217,-46,-315,272,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1346,1633,1478,1606,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.8
