Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-10,17:03:54.310,-32,-35,100,12,0,7,10,-34,100,12,0.0,38.426978 14.056404,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.0,-1.52,!ERR,0,-2,-468,0,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1271,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:54.310,-35,-37,100,12,0,7,10,-31,100,13,0.0,38.427039 14.056470,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.0,-1.52,!ERR,1,-2,-464,0,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1273,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:54.310,-35,-37,100,12,0,7,10,-31,100,13,0.0,38.427040 14.056448,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.0,-1.52,!ERR,1,-2,-464,0,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1275,1500,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:54.430,-35,-37,100,12,0,7,10,-31,100,13,0.0,38.427060 14.056419,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.0,-1.52,!ERR,5,-4,-408,0,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1300,1500,1499,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:54.630,-36,-39,100,12,0,7,10,-32,100,14,0.0,38.426982 14.056387,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,!ERR,2,-5,-298,1,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1354,1500,1498,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:54.830,-36,-39,100,12,0,7,10,-26,100,13,0.0,38.426982 14.056453,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,!ERR,1,-3,-215,4,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1395,1501,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:55.030,-31,-39,100,12,0,7,10,-28,100,13,0.0,38.427026 14.056476,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,!ERR,3,-2,-160,36,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1424,1517,1500,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:55.230,-31,-39,100,12,0,7,10,-27,100,12,0.0,38.427006 14.056430,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,!ERR,1,49,-87,38,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1459,1518,1525,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:55.430,-31,-36,100,12,0,7,10,-28,100,13,0.0,38.427015 14.056416,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,!ERR,5,148,-59,12,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1472,1506,1571,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:55.630,-31,-36,100,12,0,7,10,-28,100,13,0.0,38.427005 14.056436,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,!ERR,1,148,-96,18,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1453,1508,1572,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:55.840,-31,-36,100,12,0,7,10,-28,100,13,0.0,38.426979 14.056403,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,-12,148,-161,23,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1421,1510,1573,1496,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:56.030,-31,-36,100,12,0,7,10,-28,100,13,0.0,38.427053 14.056482,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,-41,176,-166,2,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1418,1500,1586,1480,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:56.230,-40,-37,100,12,1,7,10,-29,100,14,0.0,38.426972 14.056430,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,-84,178,-213,-4,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1397,1500,1586,1459,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:56.430,-40,-37,100,12,1,7,10,-37,100,13,0.0,38.427036 14.056451,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,-53,149,-186,0,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1409,1500,1572,1475,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:56.630,-37,-47,99,12,0,7,10,-31,100,13,0.0,38.427013 14.056483,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,-47,81,-105,3,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1449,1501,1539,1478,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:56.830,-37,-47,99,12,0,7,10,-31,100,13,2.3,38.427042 14.056478,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,-24,-9,-46,46,1024,-1004,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1478,1522,1496,1489,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:57.040,-37,-47,99,12,0,7,10,-30,100,12,2.3,38.426996 14.056385,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,4,-89,-31,64,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1485,1531,1457,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:57.230,-36,-48,100,12,0,7,10,-36,100,13,2.3,38.427065 14.056460,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,64,-57,-118,99,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1443,1548,1473,1531,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:57.430,-36,-48,100,12,0,7,10,-35,100,12,2.3,38.427020 14.056388,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,70,-50,-126,115,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1437,1555,1477,1535,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,17:03:57.630,-46,-46,100,12,1,7,10,-47,100,13,2.3,38.427025 14.056415,0.1,7.5,-1,17,46.6,0.1,1751,57,0.01,0.01,-1.51,AIR,93,-55,-119,112,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1442,1554,1474,1544,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
