Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-10,16:57:18.810,-33,-38,100,12,0,7,10,-29,100,12,0.0,38.481217 14.098552,0.1,1.91,-1,16,49.2,0.0,246,94,0.0,0.02,-1.63,!ERR,1,1,-679,1,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1168,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:57:18.830,-32,-39,100,12,0,7,10,-30,100,14,0.0,38.481238 14.098550,0.1,1.91,-1,16,49.1,2.9,246,94,0.0,0.02,-1.63,!ERR,1,1,-670,-1,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1172,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:57:19.030,-32,-39,100,12,0,7,10,-31,100,13,0.0,38.481261 14.098515,0.1,1.91,-1,16,49.1,2.9,246,94,0.0,0.02,-1.63,!ERR,3,0,-543,2,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1234,1500,1500,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:57:19.230,-33,-43,100,12,0,7,10,-27,100,12,0.0,38.481239 14.098569,0.1,1.91,-1,16,49.1,2.9,246,94,0.0,0.02,-1.63,!ERR,6,-1,-500,1,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1255,1500,1500,1502,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:57:19.430,-33,-43,100,12,0,7,10,-31,100,13,0.0,38.481297 14.098580,0.1,1.91,-1,16,49.1,2.9,246,94,0.0,0.02,-1.63,!ERR,1,2,-409,4,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1300,1501,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:57:19.630,-32,-47,100,12,0,7,10,-29,100,14,0.0,38.481275 14.098586,0.1,1.91,-1,16,49.1,2.9,246,94,0.0,0.02,-1.63,!ERR,0,0,-332,18,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1338,1508,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:57:19.830,-32,-47,100,12,0,7,10,-29,100,14,0.0,38.481312 14.098532,0.1,1.91,-1,16,49.1,2.9,246,94,0.0,0.02,-1.63,!ERR,0,1,-254,29,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1378,1513,1501,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:57:20.030,-32,-47,100,12,0,7,10,-29,100,13,0.0,38.481241 14.098537,0.1,1.91,-1,16,49.1,2.9,246,94,0.0,0.02,-1.63,!ERR,2,4,-207,9,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1399,1504,1501,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:57:20.230,-32,-47,100,12,0,7,10,-29,100,13,0.0,38.481275 14.098561,0.1,1.91,-1,16,49.1,2.9,246,94,0.0,0.02,-1.63,!ERR,14,54,-215,15,1024,-1004,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1395,1507,1526,1506,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
2024-06-10,16:57:20.430,-33,-48,100,12,0,7,10,-32,100,13,0.0,38.481276 14.098600,0.1,1.91,-1,16,49.1,2.9,246,94,0.0,0.02,-1.63,!ERR,31,52,-221,19,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1392,1509,1525,1515,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.2
