Date,Time,Hdg(°),GSpd(kmh),Sats,RxBt(V),Curr(A),Capa(mAh),RSSI(dB),RQly(%),RSNR(dB),TPWR(mW),FRat,TLat,RFMD,VFrq,VPwr,VChn,VBan,GPS,Alt(m),Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-05-09,15:08:00.820,0.0,0.0,-49,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-182,-240,269,-89,1024,-1003,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1631,1457,1381,1412,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:01.020,0.0,0.0,-49,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-189,-86,329,-291,1024,-1007,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1661,1358,1457,1408,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:01.220,0.0,0.0,-57,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-340,-131,407,-379,1024,-1004,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1700,1314,1435,1334,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:01.420,0.0,0.0,-58,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-329,-379,602,-226,1024,-1005,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1795,1390,1313,1340,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:01.620,0.0,0.0,-65,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-197,-36,108,249,1024,-1004,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1552,1621,1481,1404,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:01.820,0.0,0.0,-65,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-89,-445,640,-2,1024,-1005,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1813,1500,1281,1457,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:02.020,0.0,0.0,-66,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,5,4,272,185,1024,-1003,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1633,1590,1500,1502,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:02.220,0.0,0.0,-66,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,76,394,405,149,1024,-1003,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1698,1572,1690,1537,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:02.420,0.0,0.0,-69,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,93,379,809,7,1024,-1004,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1896,1503,1683,1545,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:02.620,0.0,0.0,-71,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,98,-109,-406,-958,1024,-1004,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1301,1033,1445,1547,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:02.820,0.0,0.0,-74,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-43,-711,-273,-636,1024,-1006,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1363,1191,1148,1480,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:03.020,0.0,0.0,-73,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-27,-659,283,-426,1024,-1004,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1638,1292,1177,1487,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:03.220,0.0,0.0,-76,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,1,-230,553,2,1024,-1007,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1771,1500,1386,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:03.420,0.0,0.0,-76,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,1,-384,933,132,1024,-1005,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1957,1561,1309,1501,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:03.620,0.0,0.0,-72,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,2,-42,-58,0,1024,-1004,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1472,1500,1478,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:03.820,0.0,0.0,-73,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,76,29,456,138,1024,-1004,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1723,1567,1512,1537,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:04.020,0.0,0.0,-69,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,124,-162,293,119,1024,-1007,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1643,1558,1422,1560,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:04.220,0.0,0.0,-69,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,122,-3,-189,96,1024,-1004,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1408,1546,1497,1559,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:04.420,0.0,0.0,-67,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-1,-65,117,-25,1024,-1006,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1557,1488,1467,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:04.620,0.0,0.0,-67,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,7,-66,626,-104,1024,-1003,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1806,1450,1466,1503,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:04.820,0.0,0.0,-65,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,154,180,135,0,1024,-1004,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1566,1500,1585,1575,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:05.020,0.0,0.0,-67,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,75,-7,667,0,1024,-1003,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1826,1500,1495,1536,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:05.220,0.0,0.0,-64,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,1,-1,420,-685,1024,-1004,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1705,1166,1498,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:05.420,0.0,0.0,-68,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,2,-176,-1020,-1024,1024,-1007,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,1000,1000,1413,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:05.620,0.0,0.0,-68,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,1,-552,-1019,-522,1024,-1005,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,1001,1247,1230,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:05.820,0.0,0.0,-68,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,1,-463,-922,-382,1024,-1004,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1049,1314,1272,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:06.020,0.0,0.0,-67,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,212,-363,-131,-288,1024,-1004,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1436,1360,1321,1603,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:06.220,0.0,0.0,-63,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,51,-174,217,76,1024,-1004,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1611,1540,1414,1526,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:06.420,0.0,0.0,-67,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,2,-179,863,102,1024,-1007,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1923,1549,1411,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:06.620,0.0,0.0,-63,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-1,-375,952,-268,1024,-1005,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1966,1370,1315,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:06.820,0.0,0.0,-64,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-52,-391,1022,-114,1024,-1004,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,2001,1445,1306,1475,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:07.020,0.0,0.0,-64,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-94,-40,40,-2,1024,-1005,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1519,1500,1479,1455,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:07.220,0.0,0.0,-63,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,3,0,-1020,2,1024,-1007,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,1000,1500,1499,1501,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:07.420,0.0,0.0,-63,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,1,3,-1019,2,1024,-1006,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,1001,1500,1500,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:07.620,0.0,0.0,-59,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,1,0,-1019,2,1024,-1004,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,1001,1500,1499,1500,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:07.820,0.0,0.0,-60,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,3,4,-1019,0,1024,-1006,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,1001,1500,1500,1500,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:08.020,0.0,0.0,-62,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,2,0,-1019,-1,1024,-1003,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,1001,1500,1499,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:08.220,0.0,0.0,-62,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,-1020,1,1024,-1007,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000040,1000,1500,1499,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:08.420,0.0,0.0,-63,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,0,67,-383,-1,1024,-1003,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1314,1500,1532,1500,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:08.620,0.0,0.0,-64,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-45,361,346,-135,1024,-1005,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1669,1435,1674,1479,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:08.820,0.0,0.0,-64,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-428,-29,545,-258,1024,-1004,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1767,1375,1484,1292,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:09.020,0.0,0.0,-61,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-121,120,173,352,1024,-1006,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1582,1670,1556,1443,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:09.220,0.0,0.0,-57,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,14,280,280,283,1024,-1005,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1637,1638,1634,1506,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:09.420,0.0,0.0,-57,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,143,-34,975,168,1024,-1007,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1977,1582,1482,1569,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:09.620,0.0,0.0,-57,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-93,0,432,-574,1024,-1003,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1711,1220,1499,1455,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:09.820,0.0,0.0,-57,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-278,-78,573,-747,1024,-1005,-1024,0,0,0,0,19,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1780,1136,1460,1365,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:10.020,0.0,0.0,-54,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-406,-622,186,-735,1024,-1005,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1591,1142,1195,1302,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:10.220,0.0,0.0,-51,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-250,-620,593,-415,1024,-1007,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1790,1298,1196,1378,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
2024-05-09,15:08:10.420,0.0,0.0,-53,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,,,0,-233,-447,558,-184,1024,-1007,-1024,0,0,0,0,21,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1773,1411,1280,1387,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.3
