Date,Time,GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,VSpd(m/s),Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat%(%),FM,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-16,11:12:48.980,38.383102 15.219815,0.1,237.2,0,17,0.0,-0.02,0.04,-3.1,49.8,0.0,0,100,!ERR,-28,-40,100,12,0,7,10,-25,100,14,1,-2,-1024,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1499,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:49.180,38.383071 15.219884,0.1,237.2,0,17,0.0,-0.02,0.04,-3.1,49.8,0.0,0,100,!ERR,-28,-40,100,12,0,7,10,-25,100,12,1,0,-1024,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:49.380,38.383072 15.219861,0.1,237.2,0,17,0.0,-0.02,0.04,-3.1,49.8,0.0,0,100,!ERR,-28,-40,100,11,0,7,10,-24,100,13,1,1,-1024,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:49.580,38.383140 15.219878,0.1,237.2,0,17,0.0,-0.02,0.04,-3.1,49.1,12.3,7,99,!ERR,-28,-40,100,11,0,7,10,-25,100,12,1,2,-1024,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1501,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:49.780,38.383076 15.219859,0.1,237.2,0,17,0.0,-0.02,0.04,-3.1,49.1,12.3,7,99,!ERR,-28,-40,100,11,0,7,10,-25,100,12,-1,1,-1024,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:49.980,38.383080 15.219841,0.1,237.2,0,17,0.0,-0.02,0.04,-3.1,49.1,12.3,7,99,!ERR,-27,-42,100,12,0,7,10,-23,100,13,2,0,-1024,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1501,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:50.180,38.383106 15.219818,0.1,237.2,0,17,0.0,-0.02,0.04,-3.1,49.1,12.3,7,99,!ERR,-27,-42,100,12,0,7,10,-23,100,12,1,0,-1024,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:50.380,38.383095 15.219851,0.1,237.2,0,17,0.0,-0.02,0.04,-3.1,49.1,12.3,7,99,!ERR,-28,-40,100,12,0,7,10,-26,100,14,3,1,-1024,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1501,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:50.580,38.383079 15.219848,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-28,-40,100,12,0,7,10,-33,100,13,0,0,-1024,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:50.780,38.383082 15.219853,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-38,-49,99,12,0,7,10,-38,100,13,2,0,-1024,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1501,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:50.980,38.383064 15.219885,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-38,-49,99,12,0,7,10,-38,100,13,2,0,-1024,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1501,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:51.180,38.383058 15.219838,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-38,-49,99,12,0,7,10,-38,100,13,1,1,-1024,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:51.380,38.383135 15.219854,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-38,-49,99,12,0,7,10,-35,100,12,1,1,-1024,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:51.580,38.383107 15.219857,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-44,-38,100,12,1,7,10,-34,100,13,1,0,-1024,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:51.780,38.383057 15.219885,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-44,-38,100,12,1,7,10,-32,100,13,1,0,-1024,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:51.980,38.383058 15.219888,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-39,-35,100,11,1,7,10,-31,100,13,0,0,-1024,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:52.180,38.383136 15.219887,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-39,-35,100,11,1,7,10,-31,100,13,1,0,-1024,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:52.380,38.383047 15.219828,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-39,-35,100,11,1,7,10,-38,100,13,2,0,-1024,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1501,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:52.580,38.383052 15.219813,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-40,-37,98,12,1,7,10,-27,100,13,0,0,-1024,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:52.780,38.383140 15.219856,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-40,-37,98,12,1,7,10,-25,100,12,1,0,-1024,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:52.980,38.383144 15.219890,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-28,-44,100,12,0,7,10,-24,100,13,2,0,-1024,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1501,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:53.180,38.383050 15.219826,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-28,-44,100,12,0,7,10,-21,100,13,0,1,-1024,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000040,998,1500,1500,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
