Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,VSpd(m/s),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-08-02,15:24:47.110,-35,-43,100,12,0,7,10,-29,100,15,38.340304 14.119273,0.0,90.6,-1,18,50.4,0.0,2,99,0.0,0.03,-1.64,!ERR,0.0,-1,1,-546,-3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1233,1499,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-08-02,15:24:47.110,-35,-38,100,12,0,7,10,-30,100,13,38.340300 14.119283,0.1,90.6,-1,18,50.4,0.0,2,99,0.0,0.03,-1.64,!ERR,0.0,-1,1,-546,-3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1233,1499,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-08-02,15:24:47.280,-35,-38,100,12,0,7,10,-32,100,13,38.340346 14.119297,0.1,90.6,-1,18,50.4,0.0,2,99,0.0,0.03,-1.64,!ERR,0.0,0,2,-473,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1268,1500,1501,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-08-02,15:24:47.480,-38,-37,100,12,1,7,10,-33,100,14,38.340327 14.119312,0.1,90.6,-1,18,50.4,0.0,2,99,0.0,0.03,-1.64,!ERR,0.0,0,0,-416,2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1296,1501,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-08-02,15:24:47.680,-38,-37,100,12,1,7,10,-30,100,13,38.340365 14.119290,0.1,90.6,-1,18,50.4,0.0,2,99,0.0,0.03,-1.64,!ERR,0.0,31,4,-372,2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1318,1501,1502,1515,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-08-02,15:24:47.880,-41,-41,100,12,1,7,10,-30,100,12,38.340297 14.119299,0.1,90.6,-1,18,50.4,0.0,2,99,0.0,0.03,-1.64,!ERR,0.0,55,15,-477,11,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1266,1507,1509,1527,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-08-02,15:24:48.080,-41,-41,100,12,1,7,10,-30,100,12,38.340306 14.119277,0.1,90.6,-1,18,50.4,0.0,2,99,0.0,0.03,-1.64,!ERR,0.0,62,39,-498,32,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1256,1515,1519,1530,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-08-02,15:24:48.280,-41,-41,100,12,1,7,10,-35,100,13,38.340320 14.119288,0.1,90.6,-1,18,50.4,0.0,2,99,0.0,0.03,-1.64,!ERR,0.0,47,4,-450,2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1280,1501,1502,1523,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-08-02,15:24:48.480,-42,-39,100,12,1,7,10,-34,100,13,38.340374 14.119282,0.1,90.6,-1,18,50.4,0.0,2,99,0.0,0.03,-1.64,!ERR,0.0,25,-1,-524,2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1243,1501,1500,1511,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
2024-08-02,15:24:48.680,-42,-39,100,12,1,7,10,-36,100,12,38.340302 14.119306,0.1,90.6,-1,18,50.2,2.4,4,99,0.0,0.03,-1.64,!ERR,0.0,1,-1,-473,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1269,1501,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.9
