Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),VSpd(m/s),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),Ptch(rad),Roll(rad),Yaw(rad),FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,EX3,EX4,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-10,16:49:28.120,-46,-37,100,11,1,7,10,-37,100,13,0.0,38.389641 14.262660,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,1,1,-609,0,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1202,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:28.140,-41,-34,97,12,1,7,10,-32,100,12,0.0,38.389633 14.262573,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,-1,0,-602,3,1024,-1007,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1205,1501,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:28.340,-41,-34,97,12,1,7,10,-31,100,12,0.0,38.389632 14.262641,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,-1,2,-577,0,1024,-1004,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1220,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:28.540,-44,-34,98,12,1,7,10,-30,100,13,0.0,38.389670 14.262637,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,1,1,-520,1,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1246,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:28.740,-44,-34,98,12,1,7,10,-30,100,13,0.0,38.389663 14.262565,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,1,0,-476,1,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1267,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:28.940,-44,-34,98,12,1,7,10,-30,100,13,0.0,38.389677 14.262576,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,-1,-1,-452,-4,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1278,1498,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:29.140,-44,-34,98,12,1,7,10,-32,100,12,0.0,38.389620 14.262596,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,1,-1,-456,-14,1024,-1004,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1277,1494,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:29.340,-42,-35,100,12,1,7,10,-32,100,13,0.0,38.389644 14.262585,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,1,0,-452,-22,1024,-1007,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1279,1490,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:29.540,-42,-35,100,12,1,7,10,-34,100,13,0.0,38.389627 14.262592,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,0,-2,-434,-46,1024,-1005,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1288,1478,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
2024-06-10,16:49:29.740,-41,-35,99,12,1,7,10,-34,100,12,0.0,38.389612 14.262597,0.5,3.5,0,13,49.9,0.0,1,99,0.0,0.03,0.21,!ERR,-1,-1,-393,3,1024,-1006,-1024,0,0,0,0,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1307,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.1
